MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
100109xxxxx,223xxxxx,5087.419,24 Hr Active Import Register (kWh),30/08/2024 00:00
100109xxxxx,223xxxxx,5076.789,24 Hr Active Import Register (kWh),29/08/2024 00:00
100109xxxxx,223xxxxx,5069.374,24 Hr Active Import Register (kWh),28/08/2024 00:00
100109xxxxx,223xxxxx,5060.222,24 Hr Active Import Register (kWh),27/08/2024 00:00
100109xxxxx,223xxxxx,5048.894,24 Hr Active Import Register (kWh),26/08/2024 00:00
100109xxxxx,223xxxxx,5039.198,24 Hr Active Import Register (kWh),25/08/2024 00:00
100109xxxxx,223xxxxx,5027.543,24 Hr Active Import Register (kWh),24/08/2024 00:00
100109xxxxx,223xxxxx,5017.773,24 Hr Active Import Register (kWh),23/08/2024 00:00
100109xxxxx,223xxxxx,5007.949,24 Hr Active Import Register (kWh),22/08/2024 00:00
100109xxxxx,223xxxxx,4999.258,24 Hr Active Import Register (kWh),21/08/2024 00:00
100109xxxxx,223xxxxx,4989.189,24 Hr Active Import Register (kWh),20/08/2024 00:00
100109xxxxx,223xxxxx,4979.401,24 Hr Active Import Register (kWh),19/08/2024 00:00
100109xxxxx,223xxxxx,4970.886,24 Hr Active Import Register (kWh),18/08/2024 00:00
100109xxxxx,223xxxxx,4958.9,24 Hr Active Import Register (kWh),17/08/2024 00:00
100109xxxxx,223xxxxx,4948.916,24 Hr Active Import Register (kWh),16/08/2024 00:00
100109xxxxx,223xxxxx,4937.305,24 Hr Active Import Register (kWh),15/08/2024 00:00
100109xxxxx,223xxxxx,4927.917,24 Hr Active Import Register (kWh),14/08/2024 00:00
100109xxxxx,223xxxxx,4919.223,24 Hr Active Import Register (kWh),13/08/2024 00:00
100109xxxxx,223xxxxx,4910.321,24 Hr Active Import Register (kWh),12/08/2024 00:00
100109xxxxx,223xxxxx,4900.012,24 Hr Active Import Register (kWh),11/08/2024 00:00
100109xxxxx,223xxxxx,4891.995,24 Hr Active Import Register (kWh),10/08/2024 00:00
100109xxxxx,223xxxxx,4882.138,24 Hr Active Import Register (kWh),09/08/2024 00:00
100109xxxxx,223xxxxx,4873.908,24 Hr Active Import Register (kWh),08/08/2024 00:00
100109xxxxx,223xxxxx,4865.431,24 Hr Active Import Register (kWh),07/08/2024 00:00
100109xxxxx,223xxxxx,4854.01,24 Hr Active Import Register (kWh),06/08/2024 00:00
100109xxxxx,223xxxxx,4845.014,24 Hr Active Import Register (kWh),05/08/2024 00:00
100109xxxxx,223xxxxx,4836.387,24 Hr Active Import Register (kWh),04/08/2024 00:00
100109xxxxx,223xxxxx,4825.525,24 Hr Active Import Register (kWh),03/08/2024 00:00
100109xxxxx,223xxxxx,4815.54,24 Hr Active Import Register (kWh),02/08/2024 00:00
100109xxxxx,223xxxxx,4807.083,24 Hr Active Import Register (kWh),01/08/2024 00:00
100109xxxxx,223xxxxx,4796.912,24 Hr Active Import Register (kWh),31/07/2024 00:00
100109xxxxx,223xxxxx,4786.547,24 Hr Active Import Register (kWh),30/07/2024 00:00
100109xxxxx,223xxxxx,4776.878,24 Hr Active Import Register (kWh),29/07/2024 00:00
100109xxxxx,223xxxxx,4765.451,24 Hr Active Import Register (kWh),28/07/2024 00:00
100109xxxxx,223xxxxx,4754.903,24 Hr Active Import Register (kWh),27/07/2024 00:00
100109xxxxx,223xxxxx,4743.24,24 Hr Active Import Register (kWh),26/07/2024 00:00
100109xxxxx,223xxxxx,4732.19,24 Hr Active Import Register (kWh),25/07/2024 00:00
100109xxxxx,223xxxxx,4721.613,24 Hr Active Import Register (kWh),24/07/2024 00:00
100109xxxxx,223xxxxx,4712.514,24 Hr Active Import Register (kWh),23/07/2024 00:00
100109xxxxx,223xxxxx,4705.012,24 Hr Active Import Register (kWh),22/07/2024 00:00
100109xxxxx,223xxxxx,4694.889,24 Hr Active Import Register (kWh),21/07/2024 00:00
100109xxxxx,223xxxxx,4678.829,24 Hr Active Import Register (kWh),20/07/2024 00:00
100109xxxxx,223xxxxx,4669.634,24 Hr Active Import Register (kWh),19/07/2024 00:00
100109xxxxx,223xxxxx,4656.411,24 Hr Active Import Register (kWh),18/07/2024 00:00
100109xxxxx,223xxxxx,4642.108,24 Hr Active Import Register (kWh),17/07/2024 00:00
100109xxxxx,223xxxxx,4632.819,24 Hr Active Import Register (kWh),16/07/2024 00:00
100109xxxxx,223xxxxx,4622.894,24 Hr Active Import Register (kWh),15/07/2024 00:00
100109xxxxx,223xxxxx,4613.89,24 Hr Active Import Register (kWh),14/07/2024 00:00
100109xxxxx,223xxxxx,4602.853,24 Hr Active Import Register (kWh),13/07/2024 00:00
100109xxxxx,223xxxxx,4591.972,24 Hr Active Import Register (kWh),12/07/2024 00:00
100109xxxxx,223xxxxx,4583.908,24 Hr Active Import Register (kWh),11/07/2024 00:00
100109xxxxx,223xxxxx,4575.034,24 Hr Active Import Register (kWh),10/07/2024 00:00
100109xxxxx,223xxxxx,4566.535,24 Hr Active Import Register (kWh),09/07/2024 00:00
100109xxxxx,223xxxxx,4558.707,24 Hr Active Import Register (kWh),08/07/2024 00:00
100109xxxxx,223xxxxx,4547.069,24 Hr Active Import Register (kWh),07/07/2024 00:00
100109xxxxx,223xxxxx,4536.416,24 Hr Active Import Register (kWh),06/07/2024 00:00
100109xxxxx,223xxxxx,4528.084,24 Hr Active Import Register (kWh),05/07/2024 00:00
100109xxxxx,223xxxxx,4518.551,24 Hr Active Import Register (kWh),04/07/2024 00:00
100109xxxxx,223xxxxx,4504.209,24 Hr Active Import Register (kWh),03/07/2024 00:00
100109xxxxx,223xxxxx,4495.865,24 Hr Active Import Register (kWh),02/07/2024 00:00
100109xxxxx,223xxxxx,4481.735,24 Hr Active Import Register (kWh),01/07/2024 00:00
100109xxxxx,223xxxxx,4469.564,24 Hr Active Import Register (kWh),30/06/2024 00:00
100109xxxxx,223xxxxx,4454.925,24 Hr Active Import Register (kWh),29/06/2024 00:00
100109xxxxx,223xxxxx,4442.83,24 Hr Active Import Register (kWh),28/06/2024 00:00
100109xxxxx,223xxxxx,4429.681,24 Hr Active Import Register (kWh),27/06/2024 00:00
100109xxxxx,223xxxxx,4420.194,24 Hr Active Import Register (kWh),26/06/2024 00:00
100109xxxxx,223xxxxx,4409.341,24 Hr Active Import Register (kWh),25/06/2024 00:00
100109xxxxx,223xxxxx,4397.617,24 Hr Active Import Register (kWh),24/06/2024 00:00
100109xxxxx,223xxxxx,4383.299,24 Hr Active Import Register (kWh),23/06/2024 00:00
100109xxxxx,223xxxxx,4367.692,24 Hr Active Import Register (kWh),22/06/2024 00:00
100109xxxxx,223xxxxx,4350.449,24 Hr Active Import Register (kWh),21/06/2024 00:00
100109xxxxx,223xxxxx,4326.925,24 Hr Active Import Register (kWh),20/06/2024 00:00
100109xxxxx,223xxxxx,4305.863,24 Hr Active Import Register (kWh),19/06/2024 00:00
100109xxxxx,223xxxxx,4293.312,24 Hr Active Import Register (kWh),18/06/2024 00:00
100109xxxxx,223xxxxx,4281.844,24 Hr Active Import Register (kWh),17/06/2024 00:00
100109xxxxx,223xxxxx,4269.423,24 Hr Active Import Register (kWh),16/06/2024 00:00
100109xxxxx,223xxxxx,4256.034,24 Hr Active Import Register (kWh),15/06/2024 00:00
100109xxxxx,223xxxxx,4229.834,24 Hr Active Import Register (kWh),14/06/2024 00:00
100109xxxxx,223xxxxx,4207.258,24 Hr Active Import Register (kWh),13/06/2024 00:00
100109xxxxx,223xxxxx,4182.82,24 Hr Active Import Register (kWh),12/06/2024 00:00
100109xxxxx,223xxxxx,4168.13,24 Hr Active Import Register (kWh),11/06/2024 00:00
100109xxxxx,223xxxxx,4153.661,24 Hr Active Import Register (kWh),10/06/2024 00:00
100109xxxxx,223xxxxx,4139.173,24 Hr Active Import Register (kWh),09/06/2024 00:00
100109xxxxx,223xxxxx,4130.183,24 Hr Active Import Register (kWh),08/06/2024 00:00
100109xxxxx,223xxxxx,4119.319,24 Hr Active Import Register (kWh),07/06/2024 00:00
100109xxxxx,223xxxxx,4104.25,24 Hr Active Import Register (kWh),06/06/2024 00:00
100109xxxxx,223xxxxx,4083.299,24 Hr Active Import Register (kWh),05/06/2024 00:00
100109xxxxx,223xxxxx,4068.195,24 Hr Active Import Register (kWh),04/06/2024 00:00
100109xxxxx,223xxxxx,4059.444,24 Hr Active Import Register (kWh),03/06/2024 00:00
100109xxxxx,223xxxxx,4046.019,24 Hr Active Import Register (kWh),02/06/2024 00:00
100109xxxxx,223xxxxx,4026.111,24 Hr Active Import Register (kWh),01/06/2024 00:00
100109xxxxx,223xxxxx,4014.096,24 Hr Active Import Register (kWh),31/05/2024 00:00
100109xxxxx,223xxxxx,3998.707,24 Hr Active Import Register (kWh),30/05/2024 00:00
100109xxxxx,223xxxxx,3982.748,24 Hr Active Import Register (kWh),29/05/2024 00:00
100109xxxxx,223xxxxx,3966.057,24 Hr Active Import Register (kWh),28/05/2024 00:00
100109xxxxx,223xxxxx,3953.737,24 Hr Active Import Register (kWh),27/05/2024 00:00
100109xxxxx,223xxxxx,3941.936,24 Hr Active Import Register (kWh),26/05/2024 00:00
100109xxxxx,223xxxxx,3928.669,24 Hr Active Import Register (kWh),25/05/2024 00:00
100109xxxxx,223xxxxx,3913.539,24 Hr Active Import Register (kWh),24/05/2024 00:00
100109xxxxx,223xxxxx,3901.992,24 Hr Active Import Register (kWh),23/05/2024 00:00
100109xxxxx,223xxxxx,3887.188,24 Hr Active Import Register (kWh),22/05/2024 00:00
100109xxxxx,223xxxxx,3875.618,24 Hr Active Import Register (kWh),21/05/2024 00:00
100109xxxxx,223xxxxx,3858.378,24 Hr Active Import Register (kWh),20/05/2024 00:00
100109xxxxx,223xxxxx,3842.578,24 Hr Active Import Register (kWh),19/05/2024 00:00
100109xxxxx,223xxxxx,3829.381,24 Hr Active Import Register (kWh),18/05/2024 00:00
100109xxxxx,223xxxxx,3816.44,24 Hr Active Import Register (kWh),17/05/2024 00:00
100109xxxxx,223xxxxx,3803.768,24 Hr Active Import Register (kWh),16/05/2024 00:00
100109xxxxx,223xxxxx,3791.18,24 Hr Active Import Register (kWh),15/05/2024 00:00
100109xxxxx,223xxxxx,3778.919,24 Hr Active Import Register (kWh),14/05/2024 00:00
100109xxxxx,223xxxxx,3766.43,24 Hr Active Import Register (kWh),13/05/2024 00:00
100109xxxxx,223xxxxx,3754.049,24 Hr Active Import Register (kWh),12/05/2024 00:00
100109xxxxx,223xxxxx,3732.664,24 Hr Active Import Register (kWh),11/05/2024 00:00
100109xxxxx,223xxxxx,3723.061,24 Hr Active Import Register (kWh),10/05/2024 00:00
100109xxxxx,223xxxxx,3713.331,24 Hr Active Import Register (kWh),09/05/2024 00:00
100109xxxxx,223xxxxx,3702.122,24 Hr Active Import Register (kWh),08/05/2024 00:00
100109xxxxx,223xxxxx,3690.103,24 Hr Active Import Register (kWh),07/05/2024 00:00
100109xxxxx,223xxxxx,3670.245,24 Hr Active Import Register (kWh),06/05/2024 00:00
100109xxxxx,223xxxxx,3655.318,24 Hr Active Import Register (kWh),05/05/2024 00:00
100109xxxxx,223xxxxx,3648.144,24 Hr Active Import Register (kWh),04/05/2024 00:00
100109xxxxx,223xxxxx,3635.126,24 Hr Active Import Register (kWh),03/05/2024 00:00
100109xxxxx,223xxxxx,3623.811,24 Hr Active Import Register (kWh),02/05/2024 00:00
100109xxxxx,223xxxxx,3612.288,24 Hr Active Import Register (kWh),01/05/2024 00:00
100109xxxxx,223xxxxx,3602.232,24 Hr Active Import Register (kWh),30/04/2024 00:00
100109xxxxx,223xxxxx,3593.185,24 Hr Active Import Register (kWh),29/04/2024 00:00
100109xxxxx,223xxxxx,3579.086,24 Hr Active Import Register (kWh),28/04/2024 00:00
100109xxxxx,223xxxxx,3570.798,24 Hr Active Import Register (kWh),27/04/2024 00:00
100109xxxxx,223xxxxx,3558.36,24 Hr Active Import Register (kWh),26/04/2024 00:00
100109xxxxx,223xxxxx,3541.585,24 Hr Active Import Register (kWh),25/04/2024 00:00
100109xxxxx,223xxxxx,3530.801,24 Hr Active Import Register (kWh),24/04/2024 00:00
100109xxxxx,223xxxxx,3521.176,24 Hr Active Import Register (kWh),23/04/2024 00:00
100109xxxxx,223xxxxx,3512.158,24 Hr Active Import Register (kWh),22/04/2024 00:00
100109xxxxx,223xxxxx,3498.141,24 Hr Active Import Register (kWh),21/04/2024 00:00
100109xxxxx,223xxxxx,3487.653,24 Hr Active Import Register (kWh),20/04/2024 00:00
100109xxxxx,223xxxxx,3475.255,24 Hr Active Import Register (kWh),19/04/2024 00:00
100109xxxxx,223xxxxx,3463.351,24 Hr Active Import Register (kWh),18/04/2024 00:00
100109xxxxx,223xxxxx,3452.655,24 Hr Active Import Register (kWh),17/04/2024 00:00
100109xxxxx,223xxxxx,3442.502,24 Hr Active Import Register (kWh),16/04/2024 00:00
100109xxxxx,223xxxxx,3433.306,24 Hr Active Import Register (kWh),15/04/2024 00:00
100109xxxxx,223xxxxx,3419.645,24 Hr Active Import Register (kWh),14/04/2024 00:00
100109xxxxx,223xxxxx,3408.633,24 Hr Active Import Register (kWh),13/04/2024 00:00
100109xxxxx,223xxxxx,3400.171,24 Hr Active Import Register (kWh),12/04/2024 00:00
100109xxxxx,223xxxxx,3390.588,24 Hr Active Import Register (kWh),11/04/2024 00:00
100109xxxxx,223xxxxx,3379.568,24 Hr Active Import Register (kWh),10/04/2024 00:00
100109xxxxx,223xxxxx,3370.201,24 Hr Active Import Register (kWh),09/04/2024 00:00
100109xxxxx,223xxxxx,3361.578,24 Hr Active Import Register (kWh),08/04/2024 00:00
100109xxxxx,223xxxxx,3347.5,24 Hr Active Import Register (kWh),07/04/2024 00:00
100109xxxxx,223xxxxx,3338.344,24 Hr Active Import Register (kWh),06/04/2024 00:00
100109xxxxx,223xxxxx,3328.681,24 Hr Active Import Register (kWh),05/04/2024 00:00
100109xxxxx,223xxxxx,3316.003,24 Hr Active Import Register (kWh),04/04/2024 00:00
100109xxxxx,223xxxxx,3304.151,24 Hr Active Import Register (kWh),03/04/2024 00:00
100109xxxxx,223xxxxx,3294.027,24 Hr Active Import Register (kWh),02/04/2024 00:00
100109xxxxx,223xxxxx,3279.749,24 Hr Active Import Register (kWh),01/04/2024 00:00
100109xxxxx,223xxxxx,3269.663,24 Hr Active Import Register (kWh),31/03/2024 00:00
100109xxxxx,223xxxxx,3257.901,24 Hr Active Import Register (kWh),30/03/2024 00:00
100109xxxxx,223xxxxx,3247.925,24 Hr Active Import Register (kWh),29/03/2024 00:00
100109xxxxx,223xxxxx,3238.011,24 Hr Active Import Register (kWh),28/03/2024 00:00
100109xxxxx,223xxxxx,3226.408,24 Hr Active Import Register (kWh),27/03/2024 00:00
100109xxxxx,223xxxxx,3209.907,24 Hr Active Import Register (kWh),26/03/2024 00:00
100109xxxxx,223xxxxx,3199.888,24 Hr Active Import Register (kWh),25/03/2024 00:00
100109xxxxx,223xxxxx,3189.016,24 Hr Active Import Register (kWh),24/03/2024 00:00
100109xxxxx,223xxxxx,3173.475,24 Hr Active Import Register (kWh),23/03/2024 00:00
100109xxxxx,223xxxxx,3159.976,24 Hr Active Import Register (kWh),22/03/2024 00:00
100109xxxxx,223xxxxx,3150.049,24 Hr Active Import Register (kWh),21/03/2024 00:00
100109xxxxx,223xxxxx,3140.357,24 Hr Active Import Register (kWh),20/03/2024 00:00
100109xxxxx,223xxxxx,3129.891,24 Hr Active Import Register (kWh),19/03/2024 00:00
100109xxxxx,223xxxxx,3116.283,24 Hr Active Import Register (kWh),18/03/2024 00:00
100109xxxxx,223xxxxx,3106.333,24 Hr Active Import Register (kWh),17/03/2024 00:00
100109xxxxx,223xxxxx,3092.66,24 Hr Active Import Register (kWh),16/03/2024 00:00
100109xxxxx,223xxxxx,3077.074,24 Hr Active Import Register (kWh),15/03/2024 00:00
100109xxxxx,223xxxxx,3063.406,24 Hr Active Import Register (kWh),14/03/2024 00:00
100109xxxxx,223xxxxx,3052.527,24 Hr Active Import Register (kWh),13/03/2024 00:00
100109xxxxx,223xxxxx,3038.975,24 Hr Active Import Register (kWh),12/03/2024 00:00
100109xxxxx,223xxxxx,3027.89,24 Hr Active Import Register (kWh),11/03/2024 00:00
100109xxxxx,223xxxxx,3015.441,24 Hr Active Import Register (kWh),10/03/2024 00:00
100109xxxxx,223xxxxx,3001.341,24 Hr Active Import Register (kWh),09/03/2024 00:00
100109xxxxx,223xxxxx,2984.063,24 Hr Active Import Register (kWh),08/03/2024 00:00
100109xxxxx,223xxxxx,2972.112,24 Hr Active Import Register (kWh),07/03/2024 00:00
100109xxxxx,223xxxxx,2959.539,24 Hr Active Import Register (kWh),06/03/2024 00:00
100109xxxxx,223xxxxx,2950.217,24 Hr Active Import Register (kWh),05/03/2024 00:00
100109xxxxx,223xxxxx,2938.9,24 Hr Active Import Register (kWh),04/03/2024 00:00
100109xxxxx,223xxxxx,2923.826,24 Hr Active Import Register (kWh),03/03/2024 00:00
100109xxxxx,223xxxxx,2909.357,24 Hr Active Import Register (kWh),02/03/2024 00:00
100109xxxxx,223xxxxx,2894.091,24 Hr Active Import Register (kWh),01/03/2024 00:00
100109xxxxx,223xxxxx,2883.648,24 Hr Active Import Register (kWh),29/02/2024 00:00
100109xxxxx,223xxxxx,2872.575,24 Hr Active Import Register (kWh),28/02/2024 00:00
100109xxxxx,223xxxxx,2854.753,24 Hr Active Import Register (kWh),27/02/2024 00:00
100109xxxxx,223xxxxx,2839.931,24 Hr Active Import Register (kWh),26/02/2024 00:00
100109xxxxx,223xxxxx,2825.897,24 Hr Active Import Register (kWh),25/02/2024 00:00
100109xxxxx,223xxxxx,2811.982,24 Hr Active Import Register (kWh),24/02/2024 00:00
100109xxxxx,223xxxxx,2798.491,24 Hr Active Import Register (kWh),23/02/2024 00:00
100109xxxxx,223xxxxx,2786.957,24 Hr Active Import Register (kWh),22/02/2024 00:00
100109xxxxx,223xxxxx,2776.435,24 Hr Active Import Register (kWh),21/02/2024 00:00
100109xxxxx,223xxxxx,2757.81,24 Hr Active Import Register (kWh),20/02/2024 00:00
100109xxxxx,223xxxxx,2734.766,24 Hr Active Import Register (kWh),19/02/2024 00:00
100109xxxxx,223xxxxx,2715.685,24 Hr Active Import Register (kWh),18/02/2024 00:00
100109xxxxx,223xxxxx,2700.709,24 Hr Active Import Register (kWh),17/02/2024 00:00
100109xxxxx,223xxxxx,2689.172,24 Hr Active Import Register (kWh),16/02/2024 00:00
100109xxxxx,223xxxxx,2675.182,24 Hr Active Import Register (kWh),15/02/2024 00:00
100109xxxxx,223xxxxx,2662.294,24 Hr Active Import Register (kWh),14/02/2024 00:00
100109xxxxx,223xxxxx,2650.819,24 Hr Active Import Register (kWh),13/02/2024 00:00
100109xxxxx,223xxxxx,2637.86,24 Hr Active Import Register (kWh),12/02/2024 00:00
100109xxxxx,223xxxxx,2622.796,24 Hr Active Import Register (kWh),11/02/2024 00:00
100109xxxxx,223xxxxx,2597.548,24 Hr Active Import Register (kWh),10/02/2024 00:00
100109xxxxx,223xxxxx,2583.699,24 Hr Active Import Register (kWh),09/02/2024 00:00
100109xxxxx,223xxxxx,2568.848,24 Hr Active Import Register (kWh),08/02/2024 00:00
100109xxxxx,223xxxxx,2555.984,24 Hr Active Import Register (kWh),07/02/2024 00:00
100109xxxxx,223xxxxx,2530.607,24 Hr Active Import Register (kWh),06/02/2024 00:00
100109xxxxx,223xxxxx,2519.174,24 Hr Active Import Register (kWh),05/02/2024 00:00
100109xxxxx,223xxxxx,2503.027,24 Hr Active Import Register (kWh),04/02/2024 00:00
100109xxxxx,223xxxxx,2489.4,24 Hr Active Import Register (kWh),03/02/2024 00:00
100109xxxxx,223xxxxx,2476.161,24 Hr Active Import Register (kWh),02/02/2024 00:00
100109xxxxx,223xxxxx,2464.344,24 Hr Active Import Register (kWh),01/02/2024 00:00
100109xxxxx,223xxxxx,2449.817,24 Hr Active Import Register (kWh),31/01/2024 00:00
100109xxxxx,223xxxxx,2435.054,24 Hr Active Import Register (kWh),30/01/2024 00:00
100109xxxxx,223xxxxx,2417.471,24 Hr Active Import Register (kWh),29/01/2024 00:00
100109xxxxx,223xxxxx,2403.131,24 Hr Active Import Register (kWh),28/01/2024 00:00
100109xxxxx,223xxxxx,2383.829,24 Hr Active Import Register (kWh),27/01/2024 00:00
100109xxxxx,223xxxxx,2367.126,24 Hr Active Import Register (kWh),26/01/2024 00:00
100109xxxxx,223xxxxx,2347.415,24 Hr Active Import Register (kWh),25/01/2024 00:00
100109xxxxx,223xxxxx,2333.22,24 Hr Active Import Register (kWh),24/01/2024 00:00
100109xxxxx,223xxxxx,2315.569,24 Hr Active Import Register (kWh),23/01/2024 00:00
100109xxxxx,223xxxxx,2289.09,24 Hr Active Import Register (kWh),22/01/2024 00:00
100109xxxxx,223xxxxx,2273.502,24 Hr Active Import Register (kWh),21/01/2024 00:00
100109xxxxx,223xxxxx,2260.315,24 Hr Active Import Register (kWh),20/01/2024 00:00
100109xxxxx,223xxxxx,2244.752,24 Hr Active Import Register (kWh),19/01/2024 00:00
100109xxxxx,223xxxxx,2226.789,24 Hr Active Import Register (kWh),18/01/2024 00:00
100109xxxxx,223xxxxx,2211.348,24 Hr Active Import Register (kWh),17/01/2024 00:00
100109xxxxx,223xxxxx,2197.281,24 Hr Active Import Register (kWh),16/01/2024 00:00
100109xxxxx,223xxxxx,2183.897,24 Hr Active Import Register (kWh),15/01/2024 00:00
100109xxxxx,223xxxxx,2168.291,24 Hr Active Import Register (kWh),14/01/2024 00:00
100109xxxxx,223xxxxx,2154.678,24 Hr Active Import Register (kWh),13/01/2024 00:00
100109xxxxx,223xxxxx,2130.524,24 Hr Active Import Register (kWh),12/01/2024 00:00
100109xxxxx,223xxxxx,2114.292,24 Hr Active Import Register (kWh),11/01/2024 00:00
100109xxxxx,223xxxxx,2097.888,24 Hr Active Import Register (kWh),10/01/2024 00:00
100109xxxxx,223xxxxx,2083.452,24 Hr Active Import Register (kWh),09/01/2024 00:00
100109xxxxx,223xxxxx,2069.555,24 Hr Active Import Register (kWh),08/01/2024 00:00
100109xxxxx,223xxxxx,2057.595,24 Hr Active Import Register (kWh),07/01/2024 00:00
100109xxxxx,223xxxxx,2041.758,24 Hr Active Import Register (kWh),06/01/2024 00:00
100109xxxxx,223xxxxx,2022.936,24 Hr Active Import Register (kWh),05/01/2024 00:00
100109xxxxx,223xxxxx,1999.701,24 Hr Active Import Register (kWh),04/01/2024 00:00
100109xxxxx,223xxxxx,1984.463,24 Hr Active Import Register (kWh),03/01/2024 00:00
100109xxxxx,223xxxxx,1970.317,24 Hr Active Import Register (kWh),02/01/2024 00:00
100109xxxxx,223xxxxx,1957.166,24 Hr Active Import Register (kWh),01/01/2024 00:00
100109xxxxx,223xxxxx,1945.438,24 Hr Active Import Register (kWh),31/12/2023 00:00
100109xxxxx,223xxxxx,1929.938,24 Hr Active Import Register (kWh),30/12/2023 00:00
100109xxxxx,223xxxxx,1917.423,24 Hr Active Import Register (kWh),29/12/2023 00:00
100109xxxxx,223xxxxx,1906.163,24 Hr Active Import Register (kWh),28/12/2023 00:00
100109xxxxx,223xxxxx,1889.415,24 Hr Active Import Register (kWh),27/12/2023 00:00
100109xxxxx,223xxxxx,1874.691,24 Hr Active Import Register (kWh),26/12/2023 00:00
100109xxxxx,223xxxxx,1852.992,24 Hr Active Import Register (kWh),25/12/2023 00:00
100109xxxxx,223xxxxx,1838.893,24 Hr Active Import Register (kWh),24/12/2023 00:00
100109xxxxx,223xxxxx,1827.221,24 Hr Active Import Register (kWh),23/12/2023 00:00
100109xxxxx,223xxxxx,1809.587,24 Hr Active Import Register (kWh),22/12/2023 00:00
100109xxxxx,223xxxxx,1790.354,24 Hr Active Import Register (kWh),21/12/2023 00:00
100109xxxxx,223xxxxx,1777.052,24 Hr Active Import Register (kWh),20/12/2023 00:00
100109xxxxx,223xxxxx,1763.767,24 Hr Active Import Register (kWh),19/12/2023 00:00
100109xxxxx,223xxxxx,1750.337,24 Hr Active Import Register (kWh),18/12/2023 00:00
100109xxxxx,223xxxxx,1739.03,24 Hr Active Import Register (kWh),17/12/2023 00:00
100109xxxxx,223xxxxx,1724.036,24 Hr Active Import Register (kWh),16/12/2023 00:00
100109xxxxx,223xxxxx,1709.335,24 Hr Active Import Register (kWh),15/12/2023 00:00
100109xxxxx,223xxxxx,1697.318,24 Hr Active Import Register (kWh),14/12/2023 00:00
100109xxxxx,223xxxxx,1684.735,24 Hr Active Import Register (kWh),13/12/2023 00:00
100109xxxxx,223xxxxx,1670.274,24 Hr Active Import Register (kWh),12/12/2023 00:00
100109xxxxx,223xxxxx,1659.729,24 Hr Active Import Register (kWh),11/12/2023 00:00
100109xxxxx,223xxxxx,1650.1,24 Hr Active Import Register (kWh),10/12/2023 00:00
100109xxxxx,223xxxxx,1635.567,24 Hr Active Import Register (kWh),09/12/2023 00:00
100109xxxxx,223xxxxx,1622.088,24 Hr Active Import Register (kWh),08/12/2023 00:00
100109xxxxx,223xxxxx,1610.101,24 Hr Active Import Register (kWh),07/12/2023 00:00
100109xxxxx,223xxxxx,1598.088,24 Hr Active Import Register (kWh),06/12/2023 00:00
100109xxxxx,223xxxxx,1583.06,24 Hr Active Import Register (kWh),05/12/2023 00:00
100109xxxxx,223xxxxx,1572.594,24 Hr Active Import Register (kWh),04/12/2023 00:00
100109xxxxx,223xxxxx,1563.174,24 Hr Active Import Register (kWh),03/12/2023 00:00
100109xxxxx,223xxxxx,1547.617,24 Hr Active Import Register (kWh),02/12/2023 00:00
100109xxxxx,223xxxxx,1534.685,24 Hr Active Import Register (kWh),01/12/2023 00:00
